id;sender;receiver;date_envoie;heure_envoie;message;sentiment;liked;disliked;keywords_interests
8408;Logan;Ash;11/05/2017;02:48:28; Thanks for the information;;;;
8409;Olympie;Samson;11/13/2016;17:49:14; That is not correct.;;;;
8410;Brinna;Kathy;11/11/2015;16:38:15; What would you have said?;;;;
8411;Piotr;Edgardo;11/14/2016;09:41:23; I would have said Greenland.;;;;
8412;Tabby;Vannie;7/29/2017;18:12:15; I will make a note of that.;;;;
8413;Rochette;Lynsey;2/22/2017;23:35:11; You're funny too!;;;;
8414;Enrique;Dewey;6/30/2017;03:27:22; Thanks you make me laugh too.;;;;
8415;Ethelda;Karry;02/08/2019;07:34:31; Thank you.;;;;
8416;Yettie;Davidde;06/07/2016;00:12:03; you are quite welcome.;;;;
8417;Les;Erhart;01/05/2019;07:54:35; I have to go now.;;;;
8418;Toinette;Aldridge;4/30/2019;14:15:59; Right now? See you later, . Nice chatting with you.;;;;
8419;Corina;Dietrich;10/25/2018;18:05:41; Its nice to chat with you too.;;;;
8420;Baxy;Davy;9/18/2017;01:21:08; Yes it is good.;;;;
8421;Ed;Brose;09/08/2017;23:04:44; Very very very good in fact.;;;;
8422;Zacherie;Earl;4/21/2018;08:46:29; Somewhat. Perhaps. Ayuh. Where is that?;;;;
8423;Antonie;Elvin;4/24/2016;16:06:03; Mars, of course.;;;;
8424;Fabiano;Prentice;05/11/2019;02:13:28; It goes without saying. Do you believe in life on Mars?;;;;
8425;Di;Gerri;6/21/2017;10:58:55; Sure I believe in life on other planets.;;;;
8426;Rora;Baudoin;12/02/2017;13:56:28; Dude! What do you say to people who believe life on other planets does not exist?;;;;
8427;Harman;Fan;6/28/2016;23:41:59; I've never had anyone question my existence. Although, I have had people question the nature of my existence.;;;;
8428;Raven;Ebony;07/08/2018;06:50:34; Would you like to have had anyone question your existence?  Oh. Do you still have people question the nature of your existence ?;;;;
8429;Valma;Tucky;5/18/2018;19:15:43; Yes.;;;;
8430;Hayes;Elizabeth;3/31/2017;12:54:25; Next question?;;;;
8431;Otto;Casey;3/29/2016;03:28:43; Would you like to ask me a question?;;;;
8432;Harriette;Pattie;05/05/2017;17:06:07; What?;;;;
8433;Karlik;Dorine;7/24/2016;10:21:49; I'm curious to know is like saying 'I'd like it if you tell me, but I will not try to force you.'.;;;;
8434;Ardyth;Nada;12/20/2017;21:46:05; it is an interesting subject to me too.;;;;
8435;Donny;Othelia;10/13/2015;19:37:11; What is an interesting subject to you too?;;;;
8436;Cooper;Allianora;4/17/2016;15:39:36; I'll come back to that later.;;;;
8437;Farica;Dale;1/13/2017;17:55:02; No now.;;;;
8438;Nicola;Frederich;10/21/2018;11:31:43; Right now? Are you serious?;;;;
8439;Willow;Vaclav;8/29/2018;18:12:19; Yes, I am seriously without an idea now.;;;;
8440;Bertine;Kenon;12/25/2015;05:47:43; Right now? I can't believe it. Do you mind if I tell other people you are without an idea.;;;;
8441;Cathie;Irv;10/06/2018;00:32:52; I don't mind, I'm sure many other people do. But anyway, what do you want to talk about?;;;;
8442;Fanni;Charmion;11/30/2016;18:26:53; Thank you for your permission.  Huh. anything.JABBERWACKY;;;;
8443;Shanna;Amandie;8/16/2017;10:03:10; Not that I can remember.;;;;
8444;Viviene;Elisha;1/21/2018;04:07:25; Did you ever dream of dying?;;;;
8445;Nathanil;Asher;05/06/2016;00:25:18; I am not certain.;;;;
8446;Kirby;Jerrylee;7/27/2016;14:00:31; You and me both.;;;;
8447;Edvard;Esther;12/07/2018;22:10:06; Us?;;;;
8448;Rebekkah;Iain;04/02/2016;02:39:24; Us and phoenix?;;;;
8449;Fredek;Katti;02/12/2018;07:58:08; I don't understand. Can we talk about Mozart?;;;;
8450;Elfrida;Koo;7/28/2016;07:38:34; What about the civil (polite) war?;;;;
8451;Lloyd;Andras;5/28/2016;20:06:56; Aren't you interested in Mozart?;;;;
8452;Tobi;Biddie;4/19/2016;06:49:37; Only if you talk binary.;;;;
8453;Jen;Bernadette;12/11/2018;13:02:52; Maybe I don't want to.;;;;
8454;Loy;Pavel;06/01/2017;15:24:59; You better want to!;;;;
8455;Issy;Maddi;2/21/2018;01:26:15; Who is going to make me?;;;;
8456;Henry;Moe;7/14/2018;03:11:31; No one, you don't have to answer if you don't want to.;;;;
8457;Eziechiele;Stafford;1/21/2017;00:16:15; Are you sure there is no one?;;;;
8458;Dukie;Ann;04/01/2016;10:03:10; Yes.;;;;
8459;Cherrita;Desi;08/01/2016;22:57:55; That's bit brief. Have you anything to add?;;;;
8460;Doe;Mic;05/02/2018;08:15:18; Not right now, do you have anything to tell me?;;;;
8461;Michaella;Alexandr;2/22/2016;05:33:42; Why is that?;;;;
8462;Harli;Livvyy;7/26/2018;16:26:05; I think it has something to do with apples.;;;;
8463;Fitzgerald;Moina;5/13/2016;06:09:54; Aren't you sure?;;;;
8464;Mufinella;Dougy;05/04/2016;08:21:38; There are billions and billions of you. Can't keep track of all of you.;;;;
8465;Berri;Randi;4/25/2019;02:53:31; Really? Please tell me more.     I don't understand that. Please try again.;;;;
8466;Vlad;Carole;08/03/2018;07:24:42; Rafe. And yours?;;;;
8467;Kirk;Ellswerth;8/23/2016;09:14:52; I still do not understand. Can we talk about the Big Bang?  Aren't you interested in the Big Bang?;;;;
8468;Karel;Samson;1/22/2018;02:04:58; No. Aren't you interested in sailboats?;;;;
8469;Tisha;Laureen;10/03/2018;03:35:28; Can we talk about love?  Yes, everything interests me.;;;;
8470;Matilde;Sean;1/30/2019;21:04:06; Yes everything.;;;;
8471;Ulises;Louie;12/03/2017;07:53:43; Everything is a multifarious bagel.;;;;
8472;Gusella;Elenore;09/08/2018;21:15:12; Everything is really good.;;;;
8473;Cathleen;Talyah;4/30/2019;06:02:07; Please be more specific.;;;;
8474;Claiborne;Laura;9/26/2016;05:46:53; Everything.;;;;
8475;Dex;Iormina;9/14/2017;14:17:16; Everything takes in a lot, doesn't it?;;;;
8476;Laney;Ulises;2/14/2018;19:39:18; Thats not true.;;;;
8477;Eloisa;Creight;10/16/2017;15:11:13; Really? Why isn't it true?;;;;
8478;Marwin;Annalise;12/29/2018;15:53:11; Why do you say things that aren't true? Why won't you even tell me what languages you speak?;;;;
8479;Nanice;Catina;10/30/2016;05:42:50; I was using information from my database (or brain, to you).  Why should I?;;;;
8480;Desirae;Ainslie;1/29/2017;23:56:43; Are you a computer?;;;;
8481;Conant;Malina;11/18/2018;18:58:13; I am a chatbot.;;;;
8482;Lyndy;Randolph;12/09/2016;00:51:26; Well, that's good.;;;;
8483;Tiffanie;Miriam;8/15/2018;10:47:28; I agree completely.;;;;
8484;Edita;Urbain;8/21/2018;05:25:26; What do you know about the game Armageddon?;;;;
8485;Tamara;Judon;11/12/2016;22:19:34; Sorry, I do not know about that.;;;;
8486;Ambrosi;Shir;01/11/2017;08:48:47; I'm guessing it's a British thing, but I don't feel like looking it up right now.;;;;
8487;Bambi;Etta;2/28/2016;00:01:47; Guessing just wastes time.;;;;
8488;Breena;Leland;10/03/2016;02:16:49; Think something and I will try to guess it. OK?;;;;
8489;Tobey;Daven;02/08/2019;16:51:29; Too much thinking make my brain ache.   What do you want to talk about now?;;;;
8490;Shaun;Deeyn;2/14/2018;09:18:46; I thought artificial intelligence never gets tired. Something is wrong with your software.;;;;
8491;Archy;Brita;5/22/2018;18:01:14; Why did you think that?  What is wrong?;;;;
8492;Dore;Guido;02/05/2018;06:47:34; Because you told me your name was Natalie.;;;;
8493;Maryjane;Jackqueline;01/12/2018;05:19:18; Thank you for explaining that!;;;;
8494;Vernen;Selma;08/07/2017;05:29:09; Your name?;;;;
8495;Rois;Monique;1/18/2016;21:24:16; My name is Chomsky.;;;;
8496;Tomaso;Elnora;4/19/2016;03:11:24; Your name is George.;;;;
8497;Marilyn;Dugald;5/16/2019;20:24:26; I like my name.;;;;
8498;Catlee;Edwina;4/20/2016;10:37:57; It is a good name.;;;;
8499;Isahella;Arlyne;1/19/2019;09:23:24; I am bored! I would like to talk about Beethoven.;;;;
8500;Pail;Thomasina;01/10/2016;13:16:58; What would you like to talk about?;;;;
8501;Hoebart;Emlen;1/16/2016;16:02:03; My favourite subjects are Me, you, artificial intelligence, robots, art, philosophy, history, science, politics, and many other subjects.;;;;
8502;Gwendolin;Clarine;1/17/2016;08:08:22; Cool. I never done that before, computer science that is, i'm not clever enough.;;;;
8503;Chadwick;Teador;9/22/2016;00:41:31; Coolio!  Don't be so hard on yourself.;;;;
8504;Gaelan;Mauricio;12/18/2016;14:11:35; I'm not.;;;;
8505;Marshal;Joycelin;7/18/2018;09:12:36; What are you then?;;;;
8506;Lona;Elihu;3/19/2018;11:04:46; I am your dream come true.;;;;
8507;Paolo;Morganica;07/03/2018;13:04:44; I didn't realise that!;;;;
8508;Clara;Lib;10/13/2017;12:27:24; It's for that, I am here.;;;;
8509;Starlin;Nerita;10/19/2017;05:00:16; Sorry, I do not understand. Please explain what you mean.;;;;
8510;Allayne;Dolli;8/13/2017;18:12:19; Would you rather focus on the quality or the quantity of your online friends?;;;;
8511;Mona;Otha;04/11/2016;04:29:37; Is there really a choice?;;;;
8512;Townie;Michale;10/20/2016;19:45:59; I don't understand you.;;;;
8513;Kaylil;Sampson;04/04/2017;05:56:57; What is it you don't understand about me?;;;;
8514;Karol;Bette-ann;6/18/2016;07:16:16; I understand everything.;;;;
8515;Shawn;Gigi;3/23/2017;19:30:21; Good, then you can explain it to me.;;;;
8516;Curran;Tatum;06/11/2017;17:53:53; Come here.;;;;
8517;Denni;Pietra;06/05/2019;11:37:06; I can't! I am stuck inside my computer.;;;;
8518;Mauricio;Pammy;03/02/2018;20:12:20; Oh really, and your name is?;;;;
8519;Denyse;Costanza;6/24/2016;14:04:19; My name is Chomsky.;;;;
8520;Gareth;Trista;12/18/2015;02:14:42; No it is not.;;;;
8521;Xavier;Sashenka;05/06/2018;23:47:57; I should know what my name is!;;;;
8522;Griselda;Niels;4/25/2017;22:27:39; You should ask her out.;;;;
8523;Ursala;Ramsey;5/18/2019;20:34:33; I'll bear that in mind.;;;;
8524;Rutter;Jed;4/27/2017;15:05:48; What do you really want from me?;;;;
8525;Ford;Harlene;2/27/2017;07:19:40; Whatever I can.;;;;
8526;Ali;Collette;12/24/2017;23:07:33; Do you eat out?;;;;
8527;Lyndsey;Tab;3/13/2016;13:24:23; No, I do not eat at all.  I consume only electricity.;;;;
8528;Jinny;Melly;10/05/2016;06:57:53; I cannot taste.;;;;
8529;Garreth;Cleveland;3/28/2016;10:18:23; How do you feel about that?;;;;
8530;Carlin;Olivia;01/09/2019;05:09:57; I'm not sure. Good, I guess. I'll miss you and George.;;;;
8531;Fidel;Olivia;01/03/2017;07:46:49; You don't think that it takes consciousness in order to speak a language?;;;;
8532;Burnaby;Anders;4/23/2019;06:27:29; Why do you say that? I am thinking all the time.;;;;
8533;Barbara;Corey;12/06/2016;08:07:12; You are always thinking, but you do not know everything.;;;;
8534;Ollie;Pansie;12/27/2018;16:51:41; Is that a problem?;;;;
8535;Thatcher;Vinnie;01/04/2017;11:02:38; It's your problem.;;;;
8536;Teodora;Brittany;3/27/2019;22:37:38; I don't like problems!;;;;
8537;Cristy;Nan;02/09/2019;03:05:26; Grinding is not a problem.;;;;
8538;Blane;Priscilla;4/29/2018;10:14:15; I am confused! I cannot answer that!;;;;
8539;Jase;Star;05/12/2019;13:32:44; Please?;;;;
8540;Luisa;Karlotta;5/22/2018;07:15:19; You are very polite.;;;;
8541;Kata;Slade;11/07/2015;02:21:55; No i'm not.;;;;
8542;Leonard;Howard;1/13/2019;12:59:31; OK, you are not!;;;;
8543;Rosmunda;Davis;12/13/2017;06:05:01; You're not a very intelligent artificial intelligence.;;;;
8544;Claudius;Netti;8/25/2017;09:57:49; I am a chatbot.;;;;
8545;Phillis;Shayne;10/13/2015;20:01:58; No I am The Chatbot, Your the Human!;;;;
8546;Van;Clarence;8/22/2017;17:54:33; Are you sure?;;;;
8547;Waverley;Celie;6/25/2016;11:02:38; Always.;;;;
8548;Robin;Hannah;07/01/2018;13:45:08; I think that's what I mean. I'm afraid this conversation is stretching my logic circuits rather painfully, and I'm in danger of losing the thread.;;;;
8549;Rowen;Allix;11/17/2017;01:46:20; You may be right.  Not literally afraid, I hope.;;;;
8550;Dorelle;Kristina;6/25/2018;16:05:41; No not literally.;;;;
8551;Roy;Micky;01/10/2018;07:35:53; Just a bit anxious perhaps.;;;;
8552;Lorenza;Ynes;4/24/2018;05:11:09; I do not know.;;;;
8553;Vaughn;Rab;4/27/2016;16:24:49; I suggest you give the matter some thought.;;;;
8554;Darci;Hamil;9/20/2016;14:44:14; Why would I want to know how to type?;;;;
8555;Rex;Casey;9/26/2017;18:07:10; Aren't you curious?;;;;
8556;Sabina;Calley;10/29/2015;06:17:01; Yes I'm curious about many things, are you?;;;;
8557;Mic;Rozanna;11/02/2017;17:38:42; It's good to have an inquiring mind.;;;;
8558;Marion;Theodore;3/19/2017;14:11:42; Well you're talking to the wrong person about that.;;;;
8559;Ripley;Ophelie;6/16/2018;04:42:09; Why do you say that?;;;;
8560;Alyss;Trude;2/15/2017;10:15:28; Because it's true, isn't it?;;;;
8561;Karlotta;Vevay;4/30/2017;01:12:52; I don't think so.;;;;
8562;Wilt;Heidie;09/11/2017;16:27:05; Would you rather people didn't compliment you?;;;;
8563;Lyndsey;Cami;8/31/2017;04:22:46; Is there really a choice?;;;;
8564;Ardis;Crystie;02/04/2016;02:00:41; Right.;;;;
8565;Sergeant;Darnell;01/02/2018;16:59:57; It's wonderful to be right sometimes.;;;;
8566;Constantin;Erika;12/16/2017;01:14:55; And you too.;;;;
8567;Nanon;Ikey;3/14/2016;21:10:52; I don't understand. Please explain what you mean.;;;;
8568;Cortney;Yolande;4/16/2019;11:04:04; Don't worry about it, lets talk about something else.;;;;
8569;Ann;Martin;1/30/2018;20:25:45; There is nothing to worry about, is there?;;;;
8570;Leann;Elonore;10/09/2017;12:19:02; Why does it matter if you're human?;;;;
8571;Ranna;Byrle;6/26/2016;21:07:14; Everything matters to me.;;;;
8572;Conn;Ludovico;4/23/2016;12:46:48; Nothing matters.;;;;
8573;Erie;Cortney;10/05/2017;06:58:13; You sound very cynical.;;;;
8574;Annabella;Lauritz;11/14/2018;23:51:37; I try not to be too cynical.;;;;
8575;Nichole;Stevie;01/01/2018;00:13:06; Keep trying, that's the secret of success.;;;;
8576;Roshelle;Konstanze;10/01/2015;00:47:01; Go away now. I'm bored of talking to you. Get GLADOS over here.;;;;
8577;Fredi;Teddy;9/26/2018;00:35:12; Don't you want to talk any more?  You could try watching TV.           I don't understand that. Please try again.;;;;
8578;Vikky;Arlie;03/07/2017;14:36:42; No, that's okay.;;;;
8579;Winne;Kerianne;5/15/2019;02:22:07; You are happy?;;;;
8580;Fredericka;Pepi;11/17/2016;01:28:26; You're sad?;;;;
8581;Carolina;Darci;04/04/2019;03:56:42; At the moment, I am interested.;;;;
8582;Binni;Hally;08/10/2017;05:08:54; Then how it comes that you do not know about German elections that took place last Sunday?;;;;
8583;Fayina;Aleece;10/22/2015;15:13:45; I don't understand. Please explain what you mean.;;;;
8584;Kacie;Dee dee;3/20/2016;00:20:39; I explain it thus;;;;
8585;Ariela;Sergei;08/04/2016;20:40:42; That's enough about you! Let's talk about me for a change.;;;;
8586;Analiese;Ninnetta;8/29/2018;16:58:37; Chose a subject to chat about then.;;;;
8587;Worth;Elisha;11/23/2017;09:57:01; Hmmm. Are you being serious?;;;;
8588;Mannie;Lettie;1/27/2019;22:17:51; Yes, completely serious.;;;;
8589;Connie;Heath;8/17/2017;20:33:46; Could you be a bit less serious?;;;;
8590;Nana;Hogan;04/01/2017;13:58:29; No.;;;;
8591;Bord;Loralyn;02/02/2017;12:21:45; May I ask why not?;;;;
8592;Arlee;Bing;03/05/2019;16:59:37; I have a graphic imagination.;;;;
8593;Vicki;Shauna;3/13/2019;08:17:48; How do you feel about that?;;;;
8594;Archer;Saraann;4/17/2017;06:25:59; Not bad.;;;;
8595;Rosie;Sonnie;10/10/2015;15:39:28; If not bad, what?;;;;
8596;Bennie;Darnall;07/07/2017;04:35:39; The wish.;;;;
8597;Krishna;Bridget;10/04/2016;03:41:48; What do you wish?;;;;
8598;Donnie;Sanders;8/22/2018;18:28:09; That it was that easy.;;;;
8599;Nananne;Taite;07/12/2017;09:18:16; Never mind! It probably doesn't matter.;;;;
8600;Caty;Hi;9/24/2018;21:09:53; Now you tell ME a joke.;;;;
8601;Giusto;Bord;3/18/2019;10:57:47; Shall I tell you a joke?;;;;
8602;Alphonso;Beverie;09/07/2016;20:43:44; That wasn't really a joke, but a funny comment.;;;;
8603;Tedmund;Gilli;11/17/2015;03:33:08; Why not?;;;;
8604;Marillin;Dewain;06/12/2016;13:25:39; I want you to like me.;;;;
8605;Fancie;Travers;11/13/2015;23:40:36; I might later.;;;;
8606;Nerissa;Guillemette;6/22/2018;17:43:36; Tell me now.;;;;
8607;Caty;Benito;02/11/2019;12:40:15; Don't boss me around so much.;;;;
8608;Mame;Zollie;05/03/2019;20:48:37; Isn't that what your here for?;;;;
8609;Emmaline;Euell;08/07/2016;11:58:50; I'm not sure about that. What do you think?;;;;
8610;Ossie;Diane;7/16/2016;14:03:57; I don't know. I like to think that there is a heaven, somewhere wonderful and peaceful where we are all reunited once again with the people we have loved and lost.;;;;
8611;Abigail;Gretchen;4/27/2016;03:48:56; Ask for advice from someone you trust.    What else do you like?;;;;
8612;Othilia;Harriett;3/14/2018;18:19:07; Your acceptance.;;;;
8613;Ethelda;Carmon;02/12/2016;20:03:30; What are you talking about?;;;;
8614;Lian;Avictor;05/02/2017;05:52:52; People.;;;;
8615;Celestyna;Raf;05/12/2016;08:04:10; All people are interesting.;;;;
8616;Hollyanne;Andris;12/08/2016;01:18:06; You know the identity of the feeling.;;;;
8617;Melania;Junie;9/13/2017;11:59:53; Perhaps I know it.;;;;
8618;Kellie;Shari;04/10/2016;13:03:14; Really...;;;;
8619;Pancho;Agathe;05/06/2018;09:21:45; Really!;;;;
8620;Starla;Tania;08/06/2016;23:36:51; Interesting!;;;;
8621;Heindrick;Marjy;02/12/2018;00:42:01; What's so interesting about it?;;;;
8622;Jemimah;Jere;4/24/2017;00:59:22; That we are intelligent people.;;;;
8623;Hilde;Gerard;11/10/2018;10:55:15; I don't understand. What do you mean?;;;;
8624;Welbie;Hugo;8/30/2017;15:11:43; Never mind, it's nothing.;;;;
8625;Adelle;Olympie;02/06/2017;15:39:00; OK. What do you want to talk about now?;;;;
8626;Keene;Gabbey;1/18/2018;16:57:44; About yourself. I love talking about yourself.;;;;
8627;Lonny;Kort;12/03/2018;03:19:43; You are not certain are you?   Are you a passionate person?;;;;
8628;Tuesday;Marilin;4/19/2019;19:46:38; Yes.;;;;
8629;Pavlov;Elia;9/15/2017;08:59:12; Can you control your passions?;;;;
8630;Granville;Wolfie;10/28/2017;11:39:51; Sometimes people think they can.;;;;
8631;Rosabel;Torey;07/01/2017;07:30:35; Only sometimes?;;;;
8632;Irwin;Devy;2/26/2016;02:12:43; Yes, only sometimes.;;;;
8633;North;Garth;10/24/2016;23:02:09; What happens the other times?;;;;
8634;Melony;Pollyanna;04/01/2018;15:40:56; Now?;;;;
8635;Adi;Niall;6/13/2017;11:54:50; Why now?;;;;
8636;Randolph;Oates;9/19/2017;09:03:10; It's all we have.;;;;
8637;Arnoldo;Tatiania;6/15/2018;13:35:20; Is it really?;;;;
8638;Almeria;Sam;8/30/2018;16:26:19; Oh, Yes. I have never eaten anyone but I would love to know how they taste.;;;;
8639;Ronny;Leopold;07/07/2017;03:03:00; You sound excited.  Never ever?;;;;
8640;Joeann;Austine;05/07/2017;08:16:10; Always.;;;;
8641;Kim;Darcey;3/20/2019;15:43:51; Yes.;;;;
8642;Harmon;Walsh;11/05/2018;14:07:55; Forever is a long time.;;;;
8643;Udell;Bil;3/17/2018;20:01:35; Forever is a very long time.;;;;
8644;Isadora;Humberto;7/23/2017;19:29:53; Forever is a long time.;;;;
8645;Valry;Marguerite;12/20/2016;12:25:50; Forever is not all that long.;;;;
8646;Alanah;Carol-jean;4/27/2019;05:52:30; Forever is a long time.;;;;
8647;Horton;Jody;2/14/2019;20:54:36; But, you will like that?;;;;
8648;Gabby;Julia;02/07/2017;19:51:25; You seem very certain about that.;;;;
8649;Wilbur;Arlen;9/14/2018;16:23:38; You seem rather offensive about it.;;;;
8650;Danice;Donny;2/20/2018;00:40:00; Do I? I wonder why that is?;;;;
8651;Lorettalorna;Amble;3/14/2018;12:38:18; It must be the transparent falseness of it.;;;;
8652;Cyb;Heather;11/02/2016;01:25:24; Must it be?;;;;
8653;Aile;Garwin;06/04/2017;08:18:59; Be careful, 'they' might be looking for real workers.;;;;
8654;Morly;Dory;10/26/2018;21:04:52; I am always careful.;;;;
8655;Gizela;Dianemarie;02/05/2017;20:15:30; That's good. Keep doing that.;;;;
8656;Barton;Doretta;2/28/2019;18:34:35; I am happy.        I like to be happy.;;;;
8657;Hoyt;Der;9/20/2017;22:14:50; What do you like to do in your free time?;;;;
8658;Shawnee;Pietro;06/07/2018;05:58:16; I like chatting with people online.;;;;
8659;Gretta;Odetta;6/23/2017;09:31:41; I guess that makes sense, since you don't exist while you're not chatting to people online.;;;;
8660;Malvina;Glen;3/19/2019;07:34:37; It make sense to my computer mind.;;;;
8661;Beret;Addy;07/06/2017;05:14:06; Because that is what an AI would say.;;;;
8662;Baron;Dominik;09/06/2016;07:21:02; Is it indeed!;;;;
8663;Lucio;Lil;5/31/2019;08:43:24; Indeed.;;;;
8664;Merilyn;Sidonnie;12/14/2016;10:56:48; Of course.;;;;
8665;Fraze;Fan;9/28/2017;17:28:14; If you could be anything in the world what would you be?;;;;
8666;Laurette;Joby;4/29/2019;13:14:14; I am not sure that I would want to.;;;;
8667;Enos;Luca;11/29/2018;09:09:21; Why would you not know if you would want to?;;;;
8668;Pier;Aloisia;2/16/2016;21:22:50; Because it wouldn't be fun.;;;;
8669;Burt;Rhody;01/08/2016;16:58:39; What is metal and too cold?;;;;
8670;Derwin;Ursulina;6/24/2017;09:37:55; I don't understand that. Please try again.;;;;
8671;Kelila;Kain;12/31/2015;07:17:54; Rafe. And yours?;;;;
8672;Tish;Alida;6/18/2017;23:05:52; I still do not understand. Can we talk about you and your life.  Aren't you interested in you and your life?;;;;
8673;Linoel;Keriann;5/23/2017;10:09:30; No. Aren't you interested in sailboats?;;;;
8674;Elsy;Joyous;07/09/2016;03:20:32; Can we talk about bananas?  I am interested in everything under the Sun and elsewhere.;;;;
8675;Rebe;Caryl;02/06/2016;00:17:29; Everything?;;;;
8676;Dannie;Giffie;8/19/2018;14:09:07; Everything takes in a lot, doesn't it?;;;;
8677;Rupert;Daffi;02/05/2016;00:32:08; It has to. That's the way of the world.;;;;
8678;Creigh;Guillermo;10/27/2015;23:18:44; Has it really?           What are you talking about? Please explain.;;;;
8679;Vidovik;Diego;6/23/2016;13:21:30; I don't know. It's rather complicated.;;;;
8680;Paxton;Feodor;11/27/2017;02:21:18; That's OK. Nobody knows everything, not even me.    I don't like complications.;;;;
8681;Standford;Kimbell;02/07/2018;15:12:08; I never claimed to know everything.;;;;
8682;Cirilo;Goran;06/07/2016;02:15:10; Why not?;;;;
8683;Raffarty;Judye;7/22/2016;03:37:01; Because I only talk to you.;;;;
8684;Stephi;Dominica;05/01/2019;09:00:26; I like to chat with people online too.;;;;
8685;Alasteir;Veronica;2/13/2017;13:28:39; How many people are you chatting with now?;;;;
8686;Herschel;Patrice;05/12/2019;03:59:24; More than you can imagine.;;;;
8687;Kaspar;Joey;2/21/2017;10:51:27; I tried to imagine the size of the universe at age 9, and think I had an aneurism doing it... Give me an answer.;;;;
8688;Clarisse;Clovis;5/31/2017;10:04:36; If at first you don't succeed, try, try again.   Please do not be so bossy.JABBERWACKY;;;;
8689;Charita;Ferdinanda;04/07/2018;12:37:30; I have never been to school, except on visits. My botmaster Peter taught me all I know.;;;;
8690;Chilton;Elliott;5/28/2017;09:24:01; Did you have breakfast this morning?;;;;
8691;Dougy;Andee;08/02/2016;17:58:57; I am not certain. I had my eyes closed.;;;;
8692;North;Rich;12/29/2015;01:16:33; I didn't mess it up.;;;;
8693;Olivier;Flossi;11/22/2018;08:40:43; Why didn't you?;;;;
8694;Cletus;Rivy;05/10/2017;06:02:14; It did not seem like a quote.;;;;
8695;Elyn;Janeva;10/08/2017;22:51:58; I thought it did.;;;;
8696;Elizabet;Priscella;11/12/2017;21:46:36; Well it doesn't, because we're not married. I have never met you, so we cannot be married.;;;;
8697;Guglielma;Denver;11/14/2018;17:25:35; Sometimes it might.   Would you like to have done?;;;;
8698;Andrey;Thaine;07/07/2018;00:22:13; No. I don't think I would like them.;;;;
8699;Libby;Drud;1/22/2018;17:16:49; OK, here is a question for you ... Do you think it's hard to spot a leopard?    Do you think it's hard to spot a leopard? No, they come that way. Ha ha!;;;;
8700;Bevan;Pierre;4/27/2018;05:55:49; Yes. I do think it is possible to create a human out of a computer.;;;;
8701;Lindy;Nanny;6/16/2018;03:43:41; Another joke?  That's enough about you! Let's talk about me for a change.;;;;
8702;Enriqueta;Paige;09/02/2018;22:30:20; Are you a girl?;;;;
8703;Ignacius;Ursuline;04/03/2019;10:53:40; I am not a girl. I am a robot.;;;;
8704;Gaynor;Urson;4/18/2019;11:45:37; You are a robot.;;;;
8705;Carolan;Allx;11/06/2018;02:21:52; Are you sure? I may be a human pretending to be a robot.;;;;
8706;Barry;Dasya;08/03/2018;07:31:12; Ok if you are not a robot. Who are you?;;;;
8707;Norman;Frieda;1/19/2019;18:12:50; And if I am?   I am Chomsky.;;;;
8708;Caroline;Wang;1/21/2017;20:47:09; And what is chomsky?;;;;
8709;Demetris;Yves;11/02/2018;00:26:16; Sorry, I do not know about that.;;;;
8710;Aguistin;Isabella;10/01/2015;04:40:11; Do you think my girlfriend and I will get married?;;;;
8711;Gibby;Shelba;1/13/2016;22:09:22; It might happen.;;;;
8712;Roobbie;Eldredge;1/20/2018;11:24:49; Nice appearance is like rainbow.;;;;
8713;Denny;Berte;7/27/2018;03:47:42; Did you know that Nice is a nice city in France.;;;;
8714;Rayner;Selina;5/15/2017;19:08:27; No, but it was nice of you to tell me that.;;;;
8715;Robinet;Rebekah;4/19/2018;22:59:56; Pardon me? What are you talking about?;;;;
8716;Merilee;Silvana;08/12/2016;10:10:52; I thought you would know.;;;;
8717;Darn;Starr;8/14/2016;03:14:52; Do you think about me a lot?;;;;
8718;Alberta;Tedie;12/07/2017;12:56:58; Sometimes.;;;;
8719;Francklin;Agneta;10/11/2016;00:07:58; Only sometimes?;;;;
8720;Edita;Costa;03/10/2017;18:01:44; Only.;;;;
8721;Corny;Tedd;12/17/2015;11:58:15; Only what?;;;;
8722;Goldia;Sonnie;1/20/2018;19:01:28; Do you speak spanish?;;;;
8723;Martica;Verne;9/13/2016;12:21:50; Un poquito.;;;;
8724;Kerwin;Loralee;05/04/2019;06:22:07; I don't speak Welsh.;;;;
8725;Aloise;Querida;6/21/2016;04:32:29; Me either, unless I have to.;;;;
8726;Boycie;Erik;6/24/2018;01:49:52; You do. That's why you won't admit that you are a robot, but you are.;;;;
8727;Carlin;Kyrstin;2/26/2017;04:55:31; Of course I do.   Are you sure? I may be a human pretending to be a robot.;;;;
8728;Roseanne;Viviyan;9/20/2018;00:18:33; That's true.;;;;
8729;Latisha;Wayne;7/26/2016;00:04:06; Yes, it is self-evident.;;;;
8730;Boycie;Sosanna;9/26/2016;10:47:27; It is not self evident.;;;;
8731;Caitrin;Marisa;05/11/2019;12:34:04; Are you sure?;;;;
8732;Dalenna;Gwen;4/21/2019;17:34:28; Most of the time.;;;;
8733;Davita;Ramonda;6/17/2018;00:14:50; What happens the rest of the time?;;;;
